"Taxonomic_Code","Identifier","Name_En","Name_Fr","Name_Es","Name_Ar","Name_Cn","Name_Ru","Scientific_Name","Author","Major_Group","Yearbook_Group","ISSCAAP_Group","CPC_Class","CPC_Group"
"17077005XX","19206","","","","","","","Polynemus spp","","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"17065056XX","19207","","","","","","","Scarus spp","","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"17037085XX","19208","","","","","","","Johnius spp","","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"17037561XX","19209","","","","","","","Pennahia spp","","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"32102002XX","19210","Cuttlefishes nei","Seiches nca","Sepias nep","","","","Sepia spp","","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Squids, cuttlefishes, octopuses","Cuttle fish and squid, live, fresh or chilled","Molluscs live, fresh or chilled"
"17015233XX","19211","","","","","","","Sillago spp","","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"14107075XX","19212","","","","","","","Wallago spp","","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous freshwater fishes","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"13116068XX","19213","","","","","","","Saurida spp","","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1410708203","19214","","","","","","","Phalacronotus micronemus","(Bleeker 1846)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous freshwater fishes","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"3210200239","19215","Patchwork cuttlefish","Seiche réticulée","Sepia reticulada","","","","Sepia vermiculata","Quoy & Gaimard 1832","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Squids, cuttlefishes, octopuses","Cuttle fish and squid, live, fresh or chilled","Molluscs live, fresh or chilled"
"3210303003","19216","Big bottom bobtail squid","Sépiole australe","Globito austral","","","","Austrorossia australis","Berry 1918","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Squids, cuttlefishes, octopuses","Cuttle fish and squid, live, fresh or chilled","Molluscs live, fresh or chilled"
"1780100148","19217","Patagonian redfish","","Chancharro cabrilla","","","","Sebastes oculatus","Valenciennes 1833","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous demersal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"2314300113","19218","Southwest Atlantic red crab","Géryon de Atlantique sud-ouest","Gerión atlántico sudoccidental","","","","Chaceon notialis","Manning & Holthuis 1989","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Crabs, sea-spiders","Crabs, live, fresh or chilled","Crustaceans, live, fresh or chilled"
"1701735702","19219","Sand tilefish","Matajuel blanc","Matajuelo blanco","","","","Malacanthus plumieri","(Bloch 1786)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1510302204","19220","Crested bellowfish","","","","","","Notopogon lilliei","Regan 1914","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous demersal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1030300603","19221","Broadgilled hagfish","","","","","","Eptatretus cirrhatus","(Forster 1801)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100402001","19222","New Zealand smooth skate","","","","","","Dipturus innominatus","(Garrick & Paul 1974)","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100403001","19223","New Zealand rough skate","","","","","","Zearaja nasuta","(Müller & Henle 1841)","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1380801702","19224","","","Guanchiche","","小鳞利齿脂鲤","","Hoplias microlepis","(Günther 1864)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous freshwater fishes","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1380101328","19225","","","Dama","","","","Brycon dentex","Günther 1860","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous freshwater fishes","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"615XXXXXXX","19226","Siliceous sponges","","","","","","Demospongiae","","INVERTEBRATA AQUATICA","All aquatic organisms","Sponges","Natural sponges of aquatic animal origin","Other aquatic plants and animals"
"614XXXXXXX","19227","Glass sponges","","","","","","Hexactinellida","","INVERTEBRATA AQUATICA","All aquatic organisms","Sponges","Natural sponges of aquatic animal origin","Other aquatic plants and animals"
"612XXXXXXX","19228","","","","","","","Porifera","","INVERTEBRATA AQUATICA","All aquatic organisms","Sponges","Natural sponges of aquatic animal origin","Other aquatic plants and animals"
"605XXXXXXX","19229","Bryozoans","","","","","","Bryozoa","","INVERTEBRATA AQUATICA","Fish, crustaceans and molluscs, etc.","Miscellaneous aquatic invertebrates","Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
"69312XXXXX","19230","Pencil urchins","","","","","","Cidaridae","","INVERTEBRATA AQUATICA","Fish, crustaceans and molluscs, etc.","Sea-urchins and other echinoderms","Sea urchins, live, fresh or chilled","Other aquatic invertebrates, live, fresh or chilled"
"692XXXXXXX001","19231","Brittle and snake stars","","","","","","Ophiurida","","INVERTEBRATA AQUATICA","Fish, crustaceans and molluscs, etc.","Sea-urchins and other echinoderms","Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
"643XXXXXXX","19232","Brachiopods, lamp shells","","","","","","Brachiopoda","","INVERTEBRATA AQUATICA","Fish, crustaceans and molluscs, etc.","Miscellaneous aquatic invertebrates","Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
"646XXXXXXX","19233","Annelid worms","","","","","","Annelida","","INVERTEBRATA AQUATICA","Fish, crustaceans and molluscs, etc.","Miscellaneous aquatic invertebrates","Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
"64918XXXXX","19234","Serpulid tube worms","","","","","","Serpulidae","","INVERTEBRATA AQUATICA","Fish, crustaceans and molluscs, etc.","Miscellaneous aquatic invertebrates","Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
"21304XXXXX","19235","","","","","","","Bathylasmatidae","","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Miscellaneous marine crustaceans","Other crustaceans, live, fresh or chilled","Crustaceans, live, fresh or chilled"
"608XXXXXXX","19236","Pterobranchs","","","","","","Pterobranchia","","INVERTEBRATA AQUATICA","Fish, crustaceans and molluscs, etc.","Miscellaneous aquatic invertebrates","Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
"603XXXXXXX","19237","Xenophyophores","","","","","","Xenophyophora","","INVERTEBRATA AQUATICA","Fish, crustaceans and molluscs, etc.","Miscellaneous aquatic invertebrates","Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
"617XXXXXXX001","19238","Hydroids, hydromedusae","","","","","","Anthoathecatae","","INVERTEBRATA AQUATICA","All aquatic organisms","Corals","Coral and similar products, shells of molluscs, crustaceans or echinoderms and cuttle-bone; live aquatic plants and animals for ornamental purpose","Other aquatic plants and animals"
"12309XXXXX","19239","Icefishes nei","","","","","","Salangidae","","PISCES","Fish, crustaceans and molluscs, etc.","Salmons, trouts, smelts","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"692XXXXXXX002","19240","Basket stars","","","","","","Euryalida","","INVERTEBRATA AQUATICA","Fish, crustaceans and molluscs, etc.","Sea-urchins and other echinoderms","Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
"31611096XX","19241","Dosinias nei","Montres nca","Dosinias nep","","","","Dosinia spp","","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Clams, cockles, arkshells","Clams, cockles and ark shells, live, fresh or chilled","Molluscs live, fresh or chilled"
"31612008XX","19242","Trough shells nei","Mactres nca","Mactras nep","","","","Mactra spp","","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Clams, cockles, arkshells","Clams, cockles and ark shells, live, fresh or chilled","Molluscs live, fresh or chilled"
"1611100603","19243","Blotcheye soldierfish","Marignan à oeillères","Candil ojo manchado","","","","Myripristis berndti","Jordan & Evermann 1903","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1410209602","19244","Softhead sea catfish","Mâchoiron petite-gueule","Bagre tumbeló","","","","Amphiarius rugispinis","(Valenciennes 1840)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"17062XXXXX","19245","Damselfishes","Chauffets et sergeants nca","Petacas y jaquetas nep","","","","Pomacentridae","","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"17608003XX","19246","Schedophilus nei","Rouffes nca","Rufos nep","","","","Schedophilus spp","","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous demersal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1930100202","19247","Pacuma toadfish","Crapaud guyanais","Sapo guayanés","","","","Batrachoides surinamensis","(Bloch & Schneider 1801)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1704118103","19248","Yellow goatfish","Capucin jaune","Salmonete amarillo","","","","Mulloidichthys martinicus","(Cuvier 1829)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1704120009","19249","Dash-and-dot goatfish","Rouget-barbet barberin","","","","","Parupeneus barberinus","(Lacépède 1801)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1410209501","19250","Thomas sea catfish","Mâchoiron grondé","Bagre Tomás","","","","Notarius grandicassis","(Valenciennes 1840)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1480400504","19251","Spanish ling","Lingue espagnole","Maruca española","","","","Molva macrophthalma","(Rafinesque 1810)","PISCES","Fish, crustaceans and molluscs, etc.","Cods, hakes, haddocks","Fish of Gadiformes, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1630200204","19252","","","Pejerrey de aleta amarilla","","","","Odontesthes smitti","(Lahille 1929)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous pelagic fishes","Other pelagic fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400233","19253","Broadnose skate","","Raya de los canales","","","","Bathyraja brachyurops","(Fowler 1910)","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100400234","19254","Patagonian skate","","Raya espinosa","","","","Bathyraja macloviana","(Norman 1937)","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100403002","19255","Yellownose skate","","Raya hocicuda","","","","Zearaja chilensis","(Guichenot 1848)","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100403201","19256","Rio skate","","Raya lisa","","","","Rioraja agassizi","(Müller & Henle 1841)","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100403601","19257","Smallnose fanskate","","Raya marmorada","","","","Sympterygia bonapartii","Müller & Henle 1841","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100403602","19258","Bignose fanskate","","Raya marrón oscuro","","","","Sympterygia acuta","Garman 1877","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1100403401","19259","Blotched sand skate","","Raya reticulada","","","","Psammobatis bergi","Marini 1932","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"11004034XX","19260","Psammobatis sand skates nei","","Rayas Psammobatis nep","","","","Psammobatis spp","","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"13801XXXXX001","19261","Tambacu, hybrid","","Pacotana, híbrido","","","","P. mesopotamicus x C. macropomum","","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous freshwater fishes","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"7410900101","19262","","","","","","","Haematococcus pluvialis","Flotow 1844","PLANTAE AQUATICAE","All aquatic organisms","Green seaweeds","Seaweeds and other algae, fresh, frozen or dried, whether or not ground","Other aquatic plants and animals"
"3160500901","19263","Triangle sail mussel","","","","三角帆蚌","","Hyriopsis cumingii","Lea 1834","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Freshwater molluscs","Mussels, live, fresh or chilled","Molluscs live, fresh or chilled"
"3160501001","19264","Cockscomb pearl mussel","","","","皱纹冠蚌","","Cristaria plicata","(Leach 1815)","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Freshwater molluscs","Mussels, live, fresh or chilled","Molluscs live, fresh or chilled"
"5150100101","19265","Chinese giant salamander","","","","大鲵","","Andrias davidianus","(Blanchard 1871)","AMPHIBIA, REPTILIA","Fish, crustaceans and molluscs, etc.","Frogs and other amphibians","",""
"1950500702","19266","","","","","","","Halieutopsis galatea","Bradbury 1988","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous demersal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1231400704","19267","Small scaled brown slickhead","","","","","","Alepocephalus australis","Barnard 1923","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous demersal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1900300302","19268","Longspined porcupinefish","Porc-épic ballon","Pejerizo balón","","","","Diodon holocanthus","Linnaeus 1758","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1230901002","19269","Chinese noodlefish","","","","","","Salanx chinensis","(Osbeck 1765)","PISCES","Fish, crustaceans and molluscs, etc.","Salmons, trouts, smelts","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1900900303","19270","Dotterel filefish","","Lija jaspeada","","","","Aluterus heudelotii","Hollard 1855","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"12106022XX","19271","Anchoviellas nei","Anchoviellas nca","Anchoviellas nep","","","","Anchoviella spp","","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous freshwater fishes","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1830800102","19272","Three-spot flounder","Rite à trois yeux","Lenguado tres ojos","","","","Ancylopsetta dendritica","Gilbert 1890","PISCES","Fish, crustaceans and molluscs, etc.","Flounders, halibuts, soles","Flatfish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1701200103","19273","Cardinal fish","Coq","Salmonete real","","","","Apogon imberbis","(Linnaeus 1758)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"17037106XX","19274","Meagres nei","Maigres nca","Corvinas nep","","","","Argyrosomus spp","","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1830100107","19275","Scaldback","Fausse limande de Kessler","Peluda","","","","Arnoglossus kessleri","Schmidt 1915","PISCES","Fish, crustaceans and molluscs, etc.","Flounders, halibuts, soles","Flatfish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"16302003XX","19276","Sand smelts nei","","Pejerreyes mediterráneos nep","","","","Atherina spp","","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous pelagic fishes","Other pelagic fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1400233801","19277","","","Barbo ibérico","","","","Luciobarbus bocagei","(Steindachner 1864)","PISCES","Fish, crustaceans and molluscs, etc.","Carps, barbels and other cyprinids","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1400233802","19278","","","Barbo comizo","","","","Luciobarbus comizo","(Steindachner 1864)","PISCES","Fish, crustaceans and molluscs, etc.","Carps, barbels and other cyprinids","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1706311106","19279","Blackbar hogfish","Porceau dos noir","Vieja lomonegro","","","","Bodianus speciosus","(Bowdich 1825)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1901000403","19280","Ocean triggerfish","","Sobaco lija","","","","Canthidermis sufflamen","(Mitchill 1815)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1580600802","19281","","","Picuca","","","","Cataetyx laticeps","Koefoed 1927","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous demersal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1706306502","19282","Emerald wrasse","Centrolabre truite","Romero","","","","Centrolabrus trutta","(Lowe 1834)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1700102511","19283","White snook","Crossie argenté","Róbalo plateado","","","","Centropomus viridis","Lockington 1877","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"10901019XX","19284","Centroscyllium dogfishes nei","Aiguillats Centroscyllium nca","Tollos Centroscyllium nep","","","","Centroscyllium spp","","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"17063119XX","19285","Tuskfishes nei","Maldagues nca","Viejas nep","","","","Choerodon spp","","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1706202307","19286","Azores chromis","Castagnole à queue rayée","Fula blanca","","","","Chromis limbata","(Valenciennes 1833)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1830403120","19287","Nigerian tonguesole","Sole-langue nigérienne","Lengua nigeriana","","","","Cynoglossus browni","Chabanaud 1949","PISCES","Fish, crustaceans and molluscs, etc.","Flounders, halibuts, soles","Flatfish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1703701632","19288","Stripped weakfish","","Corvinata listada","","","","Cynoscion guatucupa","(Cuvier 1830)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1430600903","19289","Fangtooth moray","Murène des îles","Morena isleña","","","","Enchelycore anatina","(Lowe 1838)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1732100311","19290","Bellotti's goby","Gobie de Bellotti","Gobio escarabajo","","","","Gobius ater","Bellotti 1888","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1732100312","19291","Bucchich's goby","Gobie moucheté","Gobio de ortiga","","","","Gobius bucchichi","Steindachner 1870","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1732100313","19292","Sarato's goby","Gobie de Sarato","Gobio de Sarato","","","","Gobius fallax","Sarato 1889","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1732100314","19293","Slender goby","Gobie à joues poreuses","Gobio galano","","","","Gobius geniporus","Valenciennes 1837","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1732100315","19294","Roule's goby","Gobie de Roule","Gobio de Roule","","","","Gobius roulei","de Buen 1928","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1732100316","19295","Striped goby","Gobie rayé","Gobio de banda negra","","","","Gobius vittatus","Vinciguerra 1883","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1732100317","19296","Golden goby","Gobie doré","Gobio de cabeza dorada","","","","Gobius xanthocephalus","Heymer & Zander 1992","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1720400502","19297","Mediterranean sand eel","Cicerelle de Méditerranée","Barrinaire","","","","Gymnammodytes cicerelus","(Rafinesque 1810)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1720400503","19298","Smooth sandeel","Cicerelle de l'Atlantique","Saltón","","","","Gymnammodytes semisquamatus","(Jourdain 1879)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1430600424","19299","Dark moray","Murène obscure","Morena oscura","","","","Gymnothorax afer","Bloch 1795","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1430600425","19300","Canary moray","Murène canarienne","Murión","","","","Gymnothorax bacalladoi","Böhlke & Brito 1987","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1720400602","19301","Great sandeel","Lançon commun","Pión","","","","Hyperoplus lanceolatus","(Le Sauvage 1824)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"17063005XX","19302","Labrus wrasses nei","Merles Labrus nca","Tordos nep","","","","Labrus spp","","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1706300507","19303","Green wrasse","Labre vert","Tordo verde","","","","Labrus viridis","Linnaeus 1758","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"18302024XX","19304","Limandas nei","Limandas nca","Limandas nep","","","","Limanda spp","","PISCES","Fish, crustaceans and molluscs, etc.","Flounders, halibuts, soles","Flatfish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1782300908","19305","Tanaka's snailfish","","Tanaka","","","","Liparis tanakae","(Gilbert & Burke 1912)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous demersal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1950100108","19306","Yellow goosefish","Baudroie chinoise","Rape chino","","黄鮟鱇","","Lophius litulon","(Jordan 1902)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous demersal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1830308104","19307","Bastard sole","Sole-perdrix juive","Acevía senegalesa","","","","Microchirus theophila","(Risso 1810)","PISCES","Fish, crustaceans and molluscs, etc.","Flounders, halibuts, soles","Flatfish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1230900102","19308","Chinese icefish","","Pez platino oriental","","","","Neosalanx tangkahkeii","(Wu 1931)","PISCES","Fish, crustaceans and molluscs, etc.","Salmons, trouts, smelts","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"17092019XX","19309","Notothenia nei","Notothenia nca","Notothenia nep","","","","Notothenia spp","","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1830804612","19310","","","Falso halibut sudamericano","","","","Paralichthys isosceles","Jordan 1891","PISCES","Fish, crustaceans and molluscs, etc.","Flounders, halibuts, soles","Flatfish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"17092400XX","19311","Paranotothenia nei","Paranotothenia nca","Paranotothenia nep","","","","Paranotothenia spp","","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"17092440XX","19312","Patagonotothen nei","Patagonotothen nca","Patagonotothen nep","","","","Patagonotothen spp","","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous demersal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1830202002","19313","New Zealand sole","","Lenguado de Nueva Zelandia","","","","Peltorhamphus novaezeelandiae","Günther 1862","PISCES","Fish, crustaceans and molluscs, etc.","Flounders, halibuts, soles","Flatfish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1703620924","19314","Panama grunt","Grondeur panaméen","Corocoro mapache","","","","Pomadasys panamensis","(Steindachner 1876)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1400201811","19315","","","Pardilla","","","","Rutilus lemmingii","(Steindachner 1866)","PISCES","Fish, crustaceans and molluscs, etc.","Carps, barbels and other cyprinids","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1780100915","19316","Slender rockfish","Rascasse rose","Gallineta rosada","","","","Scorpaena elongata","Cadenat 1943","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous demersal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1780100916","19317","Madeira rockfish","Rascasse de Madère","Rascacio de Madeira","","","","Scorpaena maderensis","Valenciennes 1833","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous demersal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
