"Taxonomic_Code","Identifier","Name_En","Name_Fr","Name_Es","Name_Ar","Name_Cn","Name_Ru","Scientific_Name","Author","Major_Group","Yearbook_Group","ISSCAAP_Group","CPC_Class","CPC_Group"
"1700206113","19318","Blacktail comber","Serran à queue noire","Serrano imperial","","","","Serranus atricauda","Günther 1874","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1771000120","19319","Yellowmouth barracuda","Bécune bouche jaune","Espetón boca amarilla","","","","Sphyraena viridensis","Cuvier 1829","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous pelagic fishes","Other pelagic fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"17603004XX","19320","Butterfishes nei","Stromatés nca","Pámpanos Stromateus nep","","","","Stromateus spp","","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous pelagic fishes","Other pelagic fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"17063387XX","19321","Symphodus wrasses nei","Crénilabres nca","Bodiones, porredanas nep","","","","Symphodus spp","","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1830309201","19322","Klein's sole","Sole tachetée","Lenguado de Klein","","","","Synapturichthys kleinii","(Risso 1827)","PISCES","Fish, crustaceans and molluscs, etc.","Flounders, halibuts, soles","Flatfish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1311601005","19323","Redbarred lizardfish","Anoli commun","Lagarto capitán","","","","Synodus synodus","(Linnaeus 1758)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"17503009XX","19324","Spearfishes nei","Makaires Tetrapturus nca","Marlines Tetrapturus nep","","","","Tetrapturus spp","","PISCES","Fish, crustaceans and molluscs, etc.","Tunas, bonitos, billfishes","Other pelagic fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1721201004","19325","Spotted weever","Vive araignée","Araña","","","","Trachinus araneus","Cuvier 1829","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1721201005","19326","Starry weever","Vive à tête rayonnée","Víbora","","","","Trachinus radiatus","Cuvier 1829","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"14804032XX","19327","Trisopterus nei","Tacauds nca","Fanecas nep","","","","Trisopterus spp","","PISCES","Fish, crustaceans and molluscs, etc.","Cods, hakes, haddocks","Fish of Gadiformes, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"14804008XX","19328","Urophycis nei","Urophycis nca","Brótolas blancas nep","","","","Urophycis spp","","PISCES","Fish, crustaceans and molluscs, etc.","Cods, hakes, haddocks","Fish of Gadiformes, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"22802031XX","19329","Aristeus shrimps nei","Crevettes Aristeus nca","Camarones Aristeus nep","","","","Aristeus spp","","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled"
"23111090XX","19330","Carcinus crabs nei","Crabes verts nca","Cangrejos verdes nep","","","","Carcinus spp","","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Crabs, sea-spiders","Crabs, live, fresh or chilled","Crustaceans, live, fresh or chilled"
"2280400514","19331","","","Camarón cabezudo del alto","","","","Heterocarpus grimaldii","A. Milne Edwards & Bouvier 1900","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), live, fresh or chilled","Crustaceans, live, fresh or chilled"
"22829007XX","19332","Hymenopenaeus shrimps nei","Salicoques Hymenopenaeus nca","Camarones Hymenopenaeus nep","","","","Hymenopenaeus spp","","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled"
"22901002XX","19333","Rock lobsters nei","Langoustes Jasus nca","Langostas Jasus nep","","","","Jasus spp","","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Lobsters, spiny-rock lobsters","Rock lobster and other sea crawfish, live, fresh or chilled","Crustaceans, live, fresh or chilled"
"22901180XX","19334","Spear lobsters nei","Langoustes Linuparus nca","Langosta Linuparus nep","","","","Linuparus spp","","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Lobsters, spiny-rock lobsters","Rock lobster and other sea crawfish, live, fresh or chilled","Crustaceans, live, fresh or chilled"
"23111196XX","19335","Liocarcinus swimcrabs nei","Étrilles Liocarcinus nca","Cangrejos Liocarcinus nep","","","","Liocarcinus spp","","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Crabs, sea-spiders","Crabs, live, fresh or chilled","Crustaceans, live, fresh or chilled"
"23121005XX","19336","Maja spider crabs nei","Crabes araignées Maja nca","Cangrejos Maja nep","","","","Maja spp","","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Crabs, sea-spiders","Crabs, live, fresh or chilled","Crustaceans, live, fresh or chilled"
"2130301503","19337","","","Claca","","","","Megabalanus tintinnabulum","(Linnaeus 1758)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Miscellaneous marine crustaceans","Other crustaceans, live, fresh or chilled","Crustaceans, live, fresh or chilled"
"2301900207","19338","Rugose squat lobster","Galathée rugueuse","Xinxa","","","","Munida rugosa","(Fabricius 1775)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","King crabs, squat-lobsters","Other crustaceans, live, fresh or chilled","Crustaceans, live, fresh or chilled"
"2311300302","19339","Marbled rock crab","Grapse marbré","Juyón","","","","Pachygrapsus marmoratus","(Fabricius 1787)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Crabs, sea-spiders","Crabs, live, fresh or chilled","Crustaceans, live, fresh or chilled"
"22812018XX","19340","Palaemon shrimps nei","Bouquets Palaemon nca","Camarones Palaemon nep","","","","Palaemon spp","","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled"
"2302012307","19341","","","Centolla peruana","","","","Paralomis longipes","Faxon 1893","CRUSTACEA","Fish, crustaceans and molluscs, etc.","King crabs, squat-lobsters","Other crustaceans, live, fresh or chilled","Crustaceans, live, fresh or chilled"
"22801017XX","19342","Parapenaeus shrimps nei","Crevettes Parapenaeus nca","Camarones Parapenaeus nep","","","","Parapenaeus spp","","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled"
"2314500201","19343","Nimble spray crab","","Araña plana","","","","Percnon gibbesi","H. Milne Edwards 1853","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Crabs, sea-spiders","Crabs, live, fresh or chilled","Crustaceans, live, fresh or chilled"
"2314500101","19344","Tidal spray crab","","Cangrejo blanco","","","","Plagusia depressa","(Fabricius 1775)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Crabs, sea-spiders","Crabs, live, fresh or chilled","Crustaceans, live, fresh or chilled"
"22829006XX","19345","Pleoticus shrimps nei","Salicoques Pleoticus nca","Camarones Pleoticus nep","","","","Pleoticus spp","","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled"
"22804032XX","19346","Plesionika shrimps nei","Crevettes Plesionika nca","Camarones Plesionika nep","","","","Plesionika spp","","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), live, fresh or chilled","Crustaceans, live, fresh or chilled"
"2130500102","19347","Pacific goose barnacle","Pouce-pied du Pacifique","Percebe del Pacífico","","","","Pollicipes elegans","","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Miscellaneous marine crustaceans","Other crustaceans, live, fresh or chilled","Crustaceans, live, fresh or chilled"
"2130500103","19348","Leaf barnacle","Pouce-pied canadien","Percebe canadiense","","","","Pollicipes polymerus","Sowerby 1833","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Miscellaneous marine crustaceans","Other crustaceans, live, fresh or chilled","Crustaceans, live, fresh or chilled"
"2311120001","19349","Henslow’s swimming crab","Crabe à sardine","Patelo","","","","Polybius henslowii","Leach 1820","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Crabs, sea-spiders","Crabs, live, fresh or chilled","Crustaceans, live, fresh or chilled"
"2311100411","19350","","","Cangrejo mandarín","","拥剑梭子蟹","","Portunus haanii","(Schmitt 1858)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Crabs, sea-spiders","Crabs, live, fresh or chilled","Crustaceans, live, fresh or chilled"
"22837001XX","19351","Processa shrimps nei","Crevettes Processa nca","Camarones Processa nep","","","","Processa spp","","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled"
"22901197XX","19352","Whip lobsters nei","Langoustes Puerulus nca","Langostas Puerulus nep","","","","Puerulus spp","","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Lobsters, spiny-rock lobsters","Rock lobster and other sea crawfish, live, fresh or chilled","Crustaceans, live, fresh or chilled"
"22915009XX","19353","Locust lobsters nei","Cigales Scyllarus nca","Cigarras Scyllarus nep","","","","Scyllarus spp","","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Lobsters, spiny-rock lobsters","Other crustaceans, live, fresh or chilled","Crustaceans, live, fresh or chilled"
"22829072XX","19354","Solenocera shrimps nei","Salicoques Solenocera nca","Camarones Solenocera nep","","","","Solenocera spp","","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled"
"22915005XX","19355","Flathead lobsters nei","Cigales raquettes nca","Cigarras chatas nep","","","","Thenus spp","","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Lobsters, spiny-rock lobsters","Other crustaceans, live, fresh or chilled","Crustaceans, live, fresh or chilled"
"3073100102","19356","","","Caracol palo palo","","","","Argobuccinum argus","Gmelin 1791","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Abalones, winkles, conchs","Other molluscs, live, fresh or chilled","Molluscs live, fresh or chilled"
"32114001XX","19357","Berryteuthis gonate squids nei","Encornets Berryteuthis nca","Gonaluras Berryteuthis nep","","","","Berryteuthis spp","","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Squids, cuttlefishes, octopuses","Cuttle fish and squid, live, fresh or chilled","Molluscs live, fresh or chilled"
"3074200405","19358","Olla volute","Volute jarre","Voluta coña","","","","Cymbium olla","Linnaeus 1758","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Abalones, winkles, conchs","Other molluscs, live, fresh or chilled","Molluscs live, fresh or chilled"
"31616005XX","19359","Ensis razor clams nei","Couteaux Ensis nca","Navajas Ensis nep","","","","Ensis spp","","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Clams, cockles, arkshells","Clams, cockles and ark shells, live, fresh or chilled","Molluscs live, fresh or chilled"
"32105059XX","19360","Nototodarus flying squids nei","Encornets Nototodarus nca","Potas Nototodarus nep","","","","Nototodarus spp","","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Squids, cuttlefishes, octopuses","Cuttle fish and squid, live, fresh or chilled","Molluscs live, fresh or chilled"
"3210900526","19361","","","","","","","Octopus neglectus","Nateewathana & Norman 1999","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Squids, cuttlefishes, octopuses","Octopus, live, fresh or chilled","Molluscs live, fresh or chilled"
"3210900527","19362","","","","","","","Octopus fangsiao","D'Orbigny 1839-1841","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Squids, cuttlefishes, octopuses","Octopus, live, fresh or chilled","Molluscs live, fresh or chilled"
"3070401201","19363","","","Burgado hembra","","","","Phorcus atratus","(Wood 1828)","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Abalones, winkles, conchs","Other molluscs, live, fresh or chilled","Molluscs live, fresh or chilled"
"3160701101","19364","Dwarf oyster","Huître naine","Morruncho","","","","Ostreola stentina","(Payraudeau 1826)","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Oysters","Oysters, live, fresh or chilled","Molluscs live, fresh or chilled"
"3071900110","19365","","","Lapa de pie negro","","","","Patella tenuis","(Gmelin 1791)","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Abalones, winkles, conchs","Other molluscs, live, fresh or chilled","Molluscs live, fresh or chilled"
"31608003XX","19366","Pecten scallops nei","Peignes Pecten nca","Vieiras Pecten nep","","","","Pecten spp","","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Scallops, pectens","Scallops, live, fresh or chilled","Molluscs live, fresh or chilled"
"31610032XX","19367","Perna mussels nei","Moules Perna nca","Mejillónes Perna nep","","","","Perna spp","","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Mussels","Mussels, live, fresh or chilled","Molluscs live, fresh or chilled"
"31639001XX","19368","Semeles nei","Sémèles nca","Tumbaos, almejas blancas nep","","","","Semele spp","","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Clams, cockles, arkshells","Clams, cockles and ark shells, live, fresh or chilled","Molluscs live, fresh or chilled"
"32102030XX","19369","Sepiella cuttlefishes nei","Sépias Sepiella nca","Sepias Sepiella nep","","","","Sepiella spp","","MOLLUSCA","Fish, crustaceans and molluscs, etc.","Squids, cuttlefishes, octopuses","Cuttle fish and squid, live, fresh or chilled","Molluscs live, fresh or chilled"
