"Alpha3_Code","Author","Family_mapping","Identifier","IsscaapGrp_mapping","Name_Ar","Name_Cn","Name_En","Name_Es","Name_Fr","Name_Ru","Order_mapping","Scientific_Name","Sort","Taxonomic_Code","Unit"
"SMR","Steindachner & Kner 1870","OSMERIDAE","2128","23","","","Rainbow smelt","Eperlano arco iris","Éperlan arc-en-ciel","Корюшка зубастая","OSMERIFORMES","Osmerus mordax","23143501102202000","143501102202","t"
"PSM","(Pallas 1814)","OSMERIDAE","2129","23","","池沼公鱼","Pond smelt","Eperlano de estanque","Éperlan à petite bouche","Корюшка малоротая речная","OSMERIFORMES","Hypomesus olidus","23143501101402000","143501101402","t"
"EUL","(Richardson 1836)","OSMERIDAE","2130","23","","","Eulachon","","Eulakane","","OSMERIFORMES","Thaleichthys pacificus","23143501103401000","143501103401","t"
"ARG","","ARGENTINIDAE","2131","34","","","Argentines","Argentinas","Argentines","Аргентины (=серебрянки)","ARGENTINIFORMES","Argentina spp","34141601101000000","1416011010XX","t"
"WHF","","SALMONIDAE","2132","23","","","Whitefishes NEI","Coregonos NEP","Corégones NCA","Сиговые","SALMONIFORMES (SALMONOIDEI)","Coregonus spp","23142101001400000","1421010014XX","t"
"HOU","(Linnaeus 1758)","SALMONIDAE","2133","23","","尖吻白鲑","Houting","Corégono picudo","Bondelle","","SALMONIFORMES (SALMONOIDEI)","Coregonus oxyrinchus","23142101001417000","142101001417","t"
"CIS","Lesueur 1818","SALMONIDAE","2134","23","","","Lake cisco","Coregono de artedi","Cisco de lac","","SALMONIFORMES (SALMONOIDEI)","Coregonus artedi","23142101001402000","142101001402","t"
"SDL","(Güldenstädt 1772)","SALMONIDAE","2135","23","","","Sheefish","","","Нельма (=белорыбица)","SALMONIFORMES (SALMONOIDEI)","Stenodus leucichthys","23142101005001000","142101005001","t"
"BRI","","GONOSTOMATIDAE","2136","34","","","Bristlemouths","Moritos","Brossés","","STOMIIFORMES","Gonostomatidae","34145101000000000","1451010XXXXX","t"
"MAV","(Gmelin 1789)","STERNOPTYCHIDAE","2138","34","","","Silvery lightfish","","","Мауролик","STOMIIFORMES","Maurolicus muelleri","34145102002201000","145102002201","t"
"FKN","","NOTOPTERIDAE","2139","13","","","Knifefishes","","","","OSTEOGLOSSIFORMES","Notopterus spp","13117804101400000","1178041014XX","t"
"HTN","(Cuvier 1829)","ARAPAIMIDAE","2141","13","","","African bonytongue","","","","OSTEOGLOSSIFORMES","Heterotis niloticus","13117803101401000","117803101401","t"
"LAN","(Günther 1876)","MYCTOPHIDAE","2142","34","سمكة قانوسيّة هيكتور","大口拟珍灯鱼","Hector's lanternfish","Linternillas de Hector","Lanternule de Hector","","MYCTOPHIFORMES","Lampanyctodes hectoris","34146108007001000","146108007001","t"
"LAX","","MYCTOPHIDAE","2143","34","","","Patchwork lampfishes","","","","MYCTOPHIFORMES","Notoscopelus spp","34146108010600000","1461080106XX","t"
"GYN","(Gilbert 1911)","MYCTOPHIDAE","2144","34","","","Nichol's lanternfish","","","","MYCTOPHIFORMES","Gymnoscopelus nicholsi","34146108004605000","146108004605","t"
"GRE","","CHLOROPHTHALMIDAE","2145","34","أسماك خضراء العينين","青眼鱼科","Greeneyes","Ojiverdes","Verdyeux","Зеленоглазковые","AULOPIFORMES","Chlorophthalmidae","34145502100000000","1455021XXXXX","t"
"PRL","","PROCHILODONTIDAE","2146","13","","","Prochilods NEI","Sábalos sudamericanos NEP","Prochilodes NCA","","CHARACIFORMES","Prochilodus spp","13140315101400000","1403151014XX","t"
"ICH","(Günther 1860)","PROCHILODONTIDAE","2147","13","","披肩象齿脂鲤","","Bocachico","","","CHARACIFORMES","Ichthyoelephas humeralis","13140315101001000","140315101001","t"
"BCM","Steindachner 1878","BRYCONIDAE","2148","13","","","Dorada","","","","CHARACIFORMES","Brycon moorei","13140321101011000","140321101011","t"
"CSM","(Cuvier 1816)","SERRASALMIDAE","2149","13","","黑盖巨脂鲤","Cachama","Cachama","","","CHARACIFORMES","Colossoma macropomum","13140310102201000","140310102201","t"
"CSD","(Cuvier 1817)","SERRASALMIDAE","2150","13","","短盖巨脂鲤","Pirapatinga","Cachama blanca","","","CHARACIFORMES","Piaractus brachypomus","13140310104602000","140310104602","t"
"CSO","(Holmberg 1891)","SERRASALMIDAE","2151","13","","细鳞肥脂鲤","Pacu","Paco","","","CHARACIFORMES","Piaractus mesopotamicus","13140310104603000","140310104603","t"
"BUB","(Valenciennes 1844)","CATOSTOMIDAE","2152","11","","大口胭脂鱼","Bigmouth buffalo","","Poisson-taureau","","CYPRINIFORMES","Ictiobus cyprinellus","11140002104201000","140002104201","t"
"FBM","(Linnaeus 1758)","LEUCISCIDAE","2153","11","","欧鳊","Freshwater bream","Brema común","Brème d'eau douce","Лещ","CYPRINIFORMES","Abramis brama","11140023101001000","140023101001","t"
"FTE","(Linnaeus 1758)","TINCIDAE","2154","11","","丁鱥","Tench","Tenca","Tanche","Линь","CYPRINIFORMES","Tinca tinca","11140019101001000","140019101001","t"
"ALR","(Linnaeus 1758)","LEUCISCIDAE","2155","11","","","Bleak","Alburno","Ablette","Уклейка","CYPRINIFORMES","Alburnus alburnus","11140023102602000","140023102602","t"
"FCC","(Linnaeus 1758)","CYPRINIDAE","2156","11","","黑鲫","Crucian carp","Carpín","Carassin(=Cyprin)","Карась золотой","CYPRINIFORMES","Carassius carassius","11140014109002000","140014109002","t"
"FRO","(Linnaeus 1758)","LEUCISCIDAE","2157","11","","拟鲤","Roach","Rutilo","Gardon","Плотва","CYPRINIFORMES","Rutilus rutilus","11140023128603000","140023128603","t"
"RFR","(Nordmann 1840)","LEUCISCIDAE","2158","11","","","Kutum","","","Кутум","CYPRINIFORMES","Rutilus frisii","11140023128602000","140023128602","t"
"SRE","(Linnaeus 1758)","LEUCISCIDAE","2159","11","","","Rudd","Escardinio","Rotengle","Красноперка","CYPRINIFORMES","Scardinius erythrophthalmus","11140023129401000","140023129401","t"
"FID","(Linnaeus 1758)","LEUCISCIDAE","2160","11","بُرعان أبيض","圆腹雅罗鱼","Orfe(=Ide)","Cachuelo","Ide mélanote","Язь","CYPRINIFORMES","Leuciscus idus","11140023114204000","140023114204","t"
"LCB","(Hamilton 1822)","CYPRINIDAE","2161","11","لابِييُو","蓝野鲮","Orangefin labeo","Labeo","Labéo","Калбасу","CYPRINIFORMES","Labeo calbasu","11140014120205000","140014120205","t"
"MUC","(Valenciennes 1844)","CYPRINIDAE","2162","11","شبّوط الوحل","鲮","Mud carp","Carpa de fango","Carpe de vase","Циррина ильная","CYPRINIFORMES","Cirrhinus molitorella","11140014110603000","140014110603","t"
"CMG","(Hamilton 1822)","CYPRINIDAE","2163","11","","","Mrigal carp","","","Мригала (=мригаль)","CYPRINIFORMES","Cirrhinus mrigala","11140014110604000","140014110604","t"
"CTT","(Hamilton 1822)","CYPRINIDAE","2164","11","","","Catla","","","Катля","CYPRINIFORMES","Labeo catla","11140014120207000","140014120207","t"
"HXP","","XENOCYPRIDIDAE","2165","11","","","Silver, bighead carps NEI","Carpas NEP","Carpes NCA","","CYPRINIFORMES","Hypophthalmichthys spp","11140018104600000","1400181046XX","t"
"NMC","(Mitchill 1814)","LEUCISCIDAE","2166","11","","","Golden shiner","","","","CYPRINIFORMES","Notemigonus crysoleucas","11140023118201000","140023118201","t"
"FCN","(Valenciennes 1842)","CYPRINIDAE","2167","11","","","Nilem carp","","","Остиохил Хассельта","CYPRINIFORMES","Osteochilus vittatus","11140014125003000","140014125003","t"
"PRJ","Sauvage 1880","CYPRINIDAE","2168","11","","","Isok barb","","","Карп Джульена (=пробарбус)","CYPRINIFORMES","Probarbus jullieni","11140014127401000","140014127401","t"
"ENA","(Pellegrin 1904)","DANIONIDAE","2169","11","","","Silver cyprinid","","","","CYPRINIFORMES","Rastrineobola argentea","11140016110601000","140016110601","t"
"FSC","(Linnaeus 1758)","LEUCISCIDAE","2170","11","","","Sichel","Peleco","","Чехонь","CYPRINIFORMES","Pelecus cultratus","11140023121401000","140023121401","t"
"ASU","(Linnaeus 1758)","LEUCISCIDAE","2171","11","","","Asp","Aspio","Aspe","Жерех обыкновенный","CYPRINIFORMES","Leuciscus aspius","11140023114201000","140023114201","t"
"WUB","Yih 1955","XENOCYPRIDIDAE","2173","11","شبّوط يوشانغ","团头鲂","Wuchang bream","Carpa de Wuchang","Carpe de Wuchang","Лещ учанский","CYPRINIFORMES","Megalobrama amblycephala","11140018105801000","140018105801","t"
"FAB","","CYPRINIDAE","2174","11","","","Asian barbs NEI","Barbos de Asia NEP","Barbeaux d'Asie NCA","Пунтиусы","CYPRINIFORMES","Puntius spp","11140014131000000","1400141310XX","t"
"PTG","(Bleeker 1850)","CYPRINIDAE","2175","11","","银无须魮","Silver barb","Barbo plateado","Barbeau argenté","Барбус яванский","CYPRINIFORMES","Barbonymus gonionotus","11140014105803000","140014105803","t"
"PTP","(Hamilton 1822)","CYPRINIDAE","2177","11","","","Putitor mahseer","","","","CYPRINIFORMES","Tor putitora","11140014139402000","140014139402","t"
"PTT","(Hamilton 1822)","CYPRINIDAE","2178","11","","结鱼","Tor barb","Barbo tor","Barbeau tor","","CYPRINIFORMES","Tor tor","11140014139405000","140014139405","t"
"KUR","(Cantor 1842)","COBITIDAE","2179","11","","泥鳅","Pond loach","Misgurno de Asia","Loche asiatique","Вьюн восточный","CYPRINIFORMES","Misgurnus anguillicaudatus","11140005103001000","140005103001","t"
"FSI","","","2180","13","","","Freshwater siluroids NEI","Siluroideos de agua dulce NEP","Silurides d'eau douce NCA","Сомы пресноводные","SILURIFORMES","Siluriformes (=Siluroidei)","13141000000000000","1410XXXXXXXX","t"
"CAX","","ARIIDAE","2181","33","","","Sea catfishes NEI","Bagres marinos NEP","Mâchoirons NCA","Ариевые","SILURIFORMES","Ariidae","33141029100000000","1410291XXXXX","t"
"CAO","(Thunberg 1792)","ARIIDAE","2182","33","","","Spotted catfish","Bagre moteado","Mâchoiron tacheté","","SILURIFORMES","Arius maculatus","33141029102205000","141029102205","t"
"CAE","","PLOTOSIDAE","2183","33","سمك القط ذيل الإنقليس","鳗鲇属未定种","Eeltail catfishes","Patunas","Balibots","","SILURIFORMES","Plotosus spp","33141010103400000","1410101034XX","t"
"TDT","(Mitchell 1838)","PLOTOSIDAE","2184","13","","澳洲鳗鲶","Tandan catfish","","","","SILURIFORMES","Tandanus tandanus","13141010104202000","141010104202","t"
"CAG","","SILURIDAE","2185","13","","","Glass catfishes","","","Сомы стеклянные","SILURIFORMES","Kryptopterus spp","13141018102200000","1410181022XX","t"
"CST","","CLAROTEIDAE","2186","13","","","Black catfishes NEI","","","","SILURIFORMES","Chrysichthys spp","13141039101800000","1410391018XX","t"
"CSR","(Lacépède 1803)","CLAROTEIDAE","2187","13","","","Bagrid catfish","","","","SILURIFORMES","Chrysichthys nigrodigitatus","13141039101809000","141039101809","t"
"ITP","(Rafinesque 1818)","ICTALURIDAE","2188","13","","斑点叉尾鮰","Channel catfish","Bagre de canal","Barbue de rivière","Сом канальный","SILURIFORMES","Ictalurus punctatus","13141033101409000","141033101409","t"
"ITC","(Linnaeus 1758)","ICTALURIDAE","2189","13","","犀目鮰","White catfish","","","","SILURIFORMES","Ameiurus catus","13141033101002000","141033101002","t"
"ITM","(Rafinesque 1820)","ICTALURIDAE","2190","13","","黑鮰","Black bullhead","Bagre torito negro","Poisson-chat","","SILURIFORMES","Ameiurus melas","13141033101003000","141033101003","t"
"ITE","(Lesueur 1819)","ICTALURIDAE","2191","13","","云斑鮰","Brown bullhead","","Barbotte brune","","SILURIFORMES","Ameiurus nebulosus","13141033101005000","141033101005","t"
"PGZ","","PANGASIIDAE","2192","13","","","Pangas catfishes NEI","","","Пангасиусы","SILURIFORMES","Pangasius spp","13141017101800000","1410171018XX","t"
"PGS","(Sauvage 1878)","PANGASIIDAE","2193","13","","苏氏鯰","Striped catfish","Panga","Silure requin","Пангасиус большеглазый","SILURIFORMES","Pangasianodon hypophthalmus","13141017101402000","141017101402","t"
"CBT","(Linnaeus 1758)","CLARIIDAE","2194","13","","斑纹胡鲶","Philippine catfish","","","Сом клариевый филипинский (=кларий пятнистый)","SILURIFORMES","Clarias batrachus","13141027102203000","141027102203","t"
"CFS","(Lacépède 1803)","CLARIIDAE","2195","13","","胡子鲶","Hong Kong catfish","","","","SILURIFORMES","Clarias fuscus","13141027102204000","141027102204","t"
"CMC","Günther 1864","CLARIIDAE","2196","13","","大头胡鲶","Bighead catfish","","","","SILURIFORMES","Clarias macrocephalus","13141027102207000","141027102207","t"
"CLN","(Linnaeus 1758)","CLARIIDAE","2197","13","","鳗胡鲶","Mudfish","","","","SILURIFORMES","Clarias anguillaris","13141027102202000","141027102202","t"
"HEB","Geoffroy St. Hilaire 1808-09","CLARIIDAE","2198","13","","双背鳍异鳃鲶","African catfish","Pez-gato africano","Poisson-chat africain","","SILURIFORMES","Heterobranchus bidorsalis","13141027103801000","141027103801","t"
"LIX","","SYNODONTIDAE","2199","33","","","Lizardfishes NEI","Lagartos NEP","Anolis NCA","Ящероголовые","AULOPIFORMES","Synodontidae","33145509100000000","1455091XXXXX","t"
"SBM","(Bloch & Schneider 1801)","PIMELODIDAE","2201","13","","铲吻油鲶","Duckbill catfish","","","","SILURIFORMES","Sorubim lima","13141025110602000","141025110602","t"
"UDF","(Linnaeus 1766)","PIMELODIDAE","2202","13","","","Barred sorubim","Bagre rayado cabezón","","","SILURIFORMES","Pseudoplatystoma fasciatum","13141025110203000","141025110203","t"
"ELE","(Linnaeus 1758)","ANGUILLIDAE","2203","22","","欧洲鳗鲡","European eel","Anguila europea","Anguille d'Europe","Угорь европейский","ANGUILLIFORMES","Anguilla anguilla","22120005101001000","120005101001","t"
"ELU","Richardson 1841","ANGUILLIDAE","2204","22","","","Short-finned eel","Anguila australiana","Anguille d'Australie","","ANGUILLIFORMES","Anguilla australis","22120005101002000","120005101002","t"
"DPC","(Forsskål 1775)","MURAENESOCIDAE","2205","34","ثعبان وردي","海鳗","Daggertooth pike conger","Morenocio dentón","Murénésoce-dague","","ANGUILLIFORMES","Muraenesox cinereus","34120019102202000","120019102202","t"
"CGZ","","CONGRIDAE","2206","34","","","Conger eels NEI","Congrios NEP","Congres NCA","","ANGUILLIFORMES","Conger spp","34120021103800000","1200211038XX","t"
"COA","(Mitchill 1818)","CONGRIDAE","2207","34","","","American conger","Congrio americano","Congre d'Amérique","","ANGUILLIFORMES","Conger oceanicus","34120021103804000","120021103804","t"
"GAR","(Linnaeus 1761)","BELONIDAE","2208","37","","","Garfish","Aguja","Orphie","Сарган обыкновенный","BELONIFORMES","Belone belone","37156802101401000","156802101401","t"
"NFA","(Walbaum 1792)","BELONIDAE","2209","37","","","Atlantic needlefish","Agujón verde","Aiguillette verte","","BELONIFORMES","Strongylura marina","37156802103404000","156802103404","t"
"SAX","","SCOMBERESOCIDAE","2210","37","","","Sauries NEI","Papardas NEP","Balaous, bananes de mer NCA","","BELONIFORMES","Scomberesocidae","37156801100000000","1568011XXXXX","t"
"FLY","","EXOCOETIDAE","2211","37","","","Flyingfishes NEI","Voladores NEP","Exocets NCA","","BELONIFORMES","Exocoetidae","37156805100000000","1568051XXXXX","t"
"HAX","","HEMIRAMPHIDAE","2212","37","","","","","","","BELONIFORMES","Hemiramphus spp","37156803102600000","1568031026XX","t"
"BHA","Lesueur 1821","HEMIRAMPHIDAE","2213","37","","","Balao halfbeak","Agujeta balaju","Demi-bec balaou","","BELONIFORMES","Hemiramphus balao","37156803102602000","156803102602","t"
"GAD","","","2214","32","","","Gadiformes NEI","Gadiformes NEP","Gadiformes NCA","Трескообразные","GADIFORMES","Gadiformes","32148000000000000","1480XXXXXXXX","t"
"MOR","","MORIDAE","2215","32","","","Moras NEI","Moras NEP","Mores NCA","Моровые","GADIFORMES","Moridae","32148012100000000","1480121XXXXX","t"
"ANT","(Günther 1878)","MORIDAE","2216","32","","","Blue antimora","Mollera azul","Antimora bleu","Антимора (=хек голубой)","GADIFORMES","Antimora rostrata","32148012101001000","148012101001","t"
"USK","(Ascanius 1772)","LOTIDAE","2217","32","بروسمة","单鳍鳕","Tusk(=Cusk)","Brosmio","Brosme","Менек (=морской налим)","GADIFORMES","Brosme brosme","32148004101001000","148004101001","t"
"COD","Linnaeus 1758","GADIDAE","2218","32","","大西洋鳕","Atlantic cod","Bacalao del Atlántico","Morue de l'Atlantique","Треска атлантическая","GADIFORMES","Gadus morhua","32148005102603000","148005102603","t"
"GRC","Richardson 1836","GADIDAE","2219","32","","","Greenland cod","Bacalao de Groenlandia","Morue ogac","","GADIFORMES","Gadus ogac","32148005102604000","148005102604","t"
"LIN","(Linnaeus 1758)","LOTIDAE","2220","32","","","Ling","Maruca","Lingue franche","Мольва обыкновенная","GADIFORMES","Molva molva","32148004101803000","148004101803","t"
"BLI","(Pennant 1784)","LOTIDAE","2221","32","","","Blue ling","Maruca azul","Lingue bleue","Мольва голубая (=биркеланга)","GADIFORMES","Molva dypterygia","32148004101801000","148004101801","t"
"FOX","","PHYCIDAE","2222","32","","","Forkbeards NEI","Brótolas NEP","Phycis NCA","Налимы нитеперые","GADIFORMES","Phycis spp","32148002101000000","1480021010XX","t"
"GFB","(Brünnich 1768)","PHYCIDAE","2223","32","","","Greater forkbeard","Brótola de fango","Phycis de fond","Налим нитеперый большеглазый","GADIFORMES","Phycis blennoides","32148002101001000","148002101001","t"
"FOR","(Linnaeus 1766)","PHYCIDAE","2224","32","","","Forkbeard","Brótola de roca","Phycis de roche","","GADIFORMES","Phycis phycis","32148002101003000","148002101003","t"
"HKU","(Kaup 1858)","PHYCIDAE","2225","32","","","Brazilian codling","Brótola brasileña","Phycis brésilien","Налим нитеперый бразильский","GADIFORMES","Urophycis brasiliensis","32148002101401000","148002101401","t"
"HKR","(Walbaum 1792)","PHYCIDAE","2226","32","","","Red hake","Locha roja","Merluche écureuil","Налим нитеперый красный","GADIFORMES","Urophycis chuss","32148002101402000","148002101402","t"
"HKW","(Mitchill 1814)","PHYCIDAE","2227","32","","","White hake","Locha blanca","Merluche blanche","Налим нитеперый белый","GADIFORMES","Urophycis tenuis","32148002101408000","148002101408","t"
"HAD","(Linnaeus 1758)","GADIDAE","2228","32","","黑线鳕","Haddock","Eglefino","Églefin","Пикша","GADIFORMES","Melanogrammus aeglefinus","32148005103001000","148005103001","t"
"COW","(Pallas 1811)","GADIDAE","2229","32","قُدّ قطبيّ، بكالاه قطبيّ ، غادس قطبيّ","宽突鳕","Navaga(=Wachna cod)","Bacalao navaga","Morue arctique","Навага северная","GADIFORMES","Eleginus nawaga","32148005101802000","148005101802","t"
"MGX","(Girard 1854)","GADIDAE","2230","32","","","Pacific tomcod","","Poulamon du Pacifique","","GADIFORMES","Microgadus proximus","32148005103801000","148005103801","t"
"NEC","(Forster 1801)","MORIDAE","2231","32","","","Red codling","Brotolilla","Morue rouge","Хока (=треска красная)","GADIFORMES","Pseudophycis bachus","32148012106201000","148012106201","t"
